Uniq,Season,WTeamID,NumWin,NumLost,Win,Avg.Score,FG,Avg.FGM,X3PT,Avg.FGM3,FT,Avg.FTM,Avg.Rebound_Off,Avg.Rebound_Def,Avg.Rebound_Total,Avg.Stl,Avg.Blk,Avg.PF,Avg.TO,Avg.Ast,Seed,TeamName,FirstD1Season,LastD1Season,ConfAbbrev,Description,Regular.Season.Champ,Conf..Tourney.Champ,March.Madness.Champ,NumChamp
1216,2006,1358,18,9,66.67,71.89,44.38,24.41,36.82,7.3,61.92,15.78,12.41,23.56,35.96,7.37,3.3,20.78,16.37,17.19,0,Sam Houston St,1987,2018,southland,Southland Conference,0,0,0,0
1217,2006,1359,18,11,62.07,63.76,46.37,22.45,38.49,9.34,71.13,9.52,7.69,18.97,26.66,6.31,1.55,14.41,10.62,14.69,0,Samford,1985,2018,ovc,Ohio Valley Conference,0,0,0,0
1218,2006,1360,17,12,58.62,77.66,47.64,27.9,39.39,7.55,69.17,14.31,11.48,23.52,35,7,3.66,19.9,16.62,15.83,0,San Diego,1985,2018,wcc,West Coast Conference,0,0,0,0
1219,2006,1361,22,8,73.33,73.93,45.74,25.2,39.42,6.77,72.17,16.77,13.13,21.83,34.97,7.73,3.03,16.67,14.83,13.17,11,San Diego St,1985,2018,mwc,Mountain West Conference,0,0,0,0
1220,2006,1362,11,17,39.29,69.11,42.91,25.39,33.64,6.57,66.2,11.75,12.68,22.64,35.32,6.54,3.68,18.68,14.25,13.04,0,San Francisco,1986,2018,wcc,West Coast Conference,0,0,0,0
1221,2006,1363,6,25,19.35,65,40.89,24.39,30.56,4.03,65.62,12.19,12.42,23.23,35.65,5.65,3.06,17.9,13.84,11.94,0,San Jose St,1985,2018,wac,Western Athletic Conference,0,0,0,0
1222,2006,1364,14,14,50,66.54,44.08,23.39,34.84,5.79,70.96,13.96,10.46,23.04,33.5,6,3.25,17.43,13.43,12.32,0,Santa Barbara,1985,2018,big_west,Big West Conference,0,0,0,0
1223,2006,1365,11,16,40.74,66.7,41.42,23.33,31.58,5.78,70.64,14.26,12.15,24.15,36.3,6.19,3.37,18.85,13.89,13.37,0,Santa Clara,1985,2018,wcc,West Coast Conference,0,0,0,0
1224,2006,1366,1,26,3.7,55,36.57,18.67,31.03,5,69.65,12.67,9,19.52,28.52,6.3,2.81,22.07,20.48,8.48,0,Savannah St,2003,2018,ind,Independent,0,0,0,0
1225,2006,1368,13,11,54.17,66.96,43.64,23.58,35.83,5.38,67.32,14.42,11.92,21.46,33.38,6.75,3.67,18.29,13.04,11.71,0,SE Louisiana,1985,2018,southland,Southland Conference,0,0,0,0
1226,2006,1369,5,20,20,62.84,38.72,21.36,33.95,7.36,74.53,12.76,11.56,23.12,34.68,5.12,3.04,17.08,14.28,12.36,0,SE Missouri St,1992,2018,ovc,Ohio Valley Conference,0,0,0,0
1227,2006,1371,18,11,62.07,67.83,41.19,23.14,33.6,5.79,73.95,15.76,12.55,24.31,36.86,6.76,2.59,18.79,13.45,12.52,10,Seton Hall,1985,2018,big_east,Big East Conference,0,0,0,0
1228,2006,1372,14,12,53.85,70.38,44.88,25.46,36.8,5.31,70.1,14.15,12.12,21.96,34.08,7.38,1.04,18.85,12.96,13.88,0,SF Austin,1987,2018,southland,Southland Conference,0,0,0,0
1229,2006,1373,15,13,53.57,74.43,42.67,24.75,37.76,7.93,75.92,17,10.93,22.89,33.82,8.18,2.18,15.75,13.25,13.82,0,Siena,1985,2018,maac,Metro Atlantic Athletic Conference,0,0,0,0
1230,2006,1374,12,16,42.86,65.57,42.83,23.46,30.52,4.79,70.67,13.86,12.46,23.96,36.43,7.68,4.64,18.89,15.96,12.86,0,SMU,1985,2018,cusa,Conference USA,0,0,0,0
1231,2006,1375,23,6,79.31,74.1,45.42,25.79,36.52,8.55,70.43,13.97,11.17,22.76,33.93,8.48,1.31,18.72,13.24,14.17,14,South Alabama,1985,2018,sun_belt,Sun Belt Conference,0,0,0,0
1232,2006,1376,17,15,53.12,67.12,45.81,24.94,36.16,7.19,67.93,10.06,11.53,20.44,31.97,7.28,4.28,14.75,12.22,14.12,0,South Carolina,1985,2018,sec,Southeastern Conference,0,0,0,0
1233,2006,1378,7,22,24.14,59.86,41.98,21.21,33.64,5.03,68.7,12.41,11.31,22.48,33.79,5.72,5.59,18.59,18.24,11.69,0,South Florida,1985,2018,big_east,Big East Conference,0,0,0,0
1234,2006,1379,7,21,25,58.61,40.92,20.11,30.06,3.5,68.81,14.89,11.04,20.93,31.96,5.57,1.5,20.5,15.18,10.57,0,Southern Miss,1985,2018,cusa,Conference USA,0,0,0,0
1235,2006,1380,19,12,61.29,65.77,44.09,24.68,31.88,4.48,64.8,11.94,13.1,25.71,38.81,7.58,3.81,17.87,17.58,12.35,16,Southern Univ,1985,2018,swac,Southwest Athletic Conference,0,0,0,0
1236,2006,1381,9,20,31.03,68.03,47.24,23.86,43,7.62,71.46,12.69,6.76,21.79,28.55,6.28,2.21,18.79,14.59,15.34,0,Southern Utah,1989,2018,mid_cont,Mid-Continent Conference,0,0,0,0
1237,2006,1382,8,19,29.63,68.11,42.79,25.7,26.41,4.52,62.67,12.19,13.78,22.67,36.44,5.7,2.74,16.52,13.52,13.48,0,St Bonaventure,1985,2018,a_ten,Atlantic 10 Conference,0,0,0,0
1238,2006,1383,10,17,37.04,63.74,41.11,22.85,34.31,6.48,65.82,11.56,11.67,22.81,34.48,7.7,3.59,21.07,15.22,11.78,0,St Francis NY,1985,2018,nec,Northeast Conference,0,0,0,0
1239,2006,1384,3,24,11.11,59.44,39.74,21.3,33.74,7.22,66.67,9.63,10.15,20.41,30.56,5.26,3.04,16.37,14.52,12.7,0,St Francis PA,1985,2018,nec,Northeast Conference,0,0,0,0
1240,2006,1385,12,15,44.44,59.96,41.37,21.85,26.65,3.44,65.65,12.81,13.74,24.37,38.11,7.04,3.93,19.37,16.15,13.04,0,St John's,1985,2018,big_east,Big East Conference,0,0,0,0
1241,2006,1386,18,13,58.06,65.68,43.01,21.45,36.18,7.1,79.28,15.68,9.35,22.87,32.23,5.55,4,18.74,12.81,13.61,0,St Joseph's PA,1985,2018,a_ten,Atlantic 10 Conference,0,0,0,0
1242,2006,1387,16,13,55.17,60.31,41.37,21.31,32.86,4.83,69.59,12.86,10.9,23.41,34.31,5.14,3.72,17,13.28,12.14,0,St Louis,1985,2018,a_ten,Atlantic 10 Conference,0,0,0,0
1243,2006,1388,16,12,57.14,69.86,43.54,23.71,36.17,6.82,71.17,15.61,12.36,24.75,37.11,5.71,3.93,18.71,14.96,10.82,0,St Mary's CA,1985,2018,wcc,West Coast Conference,0,0,0,0
1244,2006,1389,17,15,53.12,74.53,42.16,26.91,33.9,7.53,72.51,13.19,14.84,22.81,37.66,8,3.47,19.59,13.06,13.56,0,St Peter's,1985,2018,maac,Metro Atlantic Athletic Conference,0,0,0,0
1245,2006,1390,15,13,53.57,66.43,42.49,22.54,34.88,4.82,76.91,16.54,11.43,22.89,34.32,5.32,4.61,16.64,13.82,14.29,0,Stanford,1985,2018,pac_ten,Pacific-10 Conference,0,0,0,0
1246,2006,1391,14,18,43.75,66.53,43,23.31,34.45,5.47,73.57,14.44,11,19.62,30.62,8.66,2.69,19.56,14.47,11.78,0,Stetson,1985,2018,a_sun,Atlantic Sun Conference,0,0,0,0
1247,2006,1392,4,24,14.29,58.18,38.13,21.39,33.94,5.32,60.52,10.07,11.64,19.32,30.96,6.57,2.07,21.36,13.07,9.79,0,Stony Brook,2000,2018,aec,America East Conference,0,0,0,0
1248,2006,1393,23,11,67.65,72.85,43.95,26.26,34.27,7.53,64.25,12.79,13.68,24.65,38.32,9.03,6.44,17.91,15.29,15.56,5,Syracuse,1985,2018,big_east,Big East Conference,0,1,0,1
1249,2006,1394,16,8,66.67,78.29,48.11,28.08,37.62,6.58,70.78,15.54,12.04,25.08,37.12,8.71,3.92,21.54,17,17.92,0,TAM C. Christi,2003,2018,ind,Independent,0,0,0,0
1250,2006,1395,6,24,20,62.33,37.07,20.7,32.3,6.6,63.61,14.33,13.43,20.73,34.17,7.67,2.2,19.3,15.9,12,0,TCU,1985,2018,mwc,Mountain West Conference,0,0,0,0
1251,2006,1396,17,14,54.84,62.29,39.8,21.97,32.53,6.94,59.7,11.42,11.77,19.71,31.48,10.03,2.48,15.42,7.74,9.74,0,Temple,1985,2018,a_ten,Atlantic 10 Conference,0,0,0,0
1252,2006,1397,21,7,75,81.32,46.65,28.86,39.34,8.89,70.07,14.71,11.54,21.82,33.36,10.21,3.04,18,12.96,17.21,2,Tennessee,1985,2018,sec,Southeastern Conference,1,0,0,1
1253,2006,1398,12,15,44.44,69.41,45.36,24.78,34.81,7.3,67.13,12.56,11.85,21.3,33.15,6.96,3.7,20.15,14.07,15.26,0,Tennessee St,1985,2018,ovc,Ohio Valley Conference,0,0,0,0
1254,2006,1399,17,12,58.62,71.1,43.19,24.83,33.16,6.45,68.83,15,13.55,22.59,36.14,7.21,2.66,22.34,15.93,12.21,0,Tennessee Tech,1985,2018,ovc,Ohio Valley Conference,0,0,0,0
1255,2006,1400,27,6,81.82,76.12,46.74,26.97,37.98,7.42,72.15,14.76,14.06,26.18,40.24,8.15,5.12,15.3,13.7,14.91,2,Texas,1985,2018,big_twelve,Big 12 Conference,1,0,0,1
1256,2006,1401,21,8,72.41,69.21,44.99,23.55,35.85,6.55,67.51,15.55,10.38,21.31,31.69,8.66,2.97,21.59,13.41,16.76,12,Texas A&M,1985,2018,big_twelve,Big 12 Conference,0,0,0,0
1257,2006,1402,2,22,8.33,62.42,41.34,22.58,30.79,5.21,68.48,12.04,11.92,21.46,33.38,6.04,3.88,20.21,16.67,11.96,0,Texas St,1985,2018,southland,Southland Conference,0,0,0,0
1258,2006,1403,15,17,46.88,68.34,43.93,24.22,39,5.38,71.21,14.53,9.62,23.56,33.19,5.47,2.44,16.16,14,15.06,0,Texas Tech,1985,2018,big_twelve,Big 12 Conference,0,0,0,0
1259,2006,1404,11,15,42.31,71.81,43.19,23.42,32.18,5,70.9,19.96,12.04,21.81,33.85,7.77,2.65,21.35,14.38,11.77,0,TN Martin,1993,2018,ovc,Ohio Valley Conference,0,0,0,0
1260,2006,1405,19,11,63.33,69.47,46.48,24.63,33.98,6.43,68.49,13.77,9.77,19.57,29.33,9.7,2.63,20.13,15.5,12.8,0,Toledo,1985,2018,mac,Mid-American Conference,0,0,0,0
1261,2006,1406,12,16,42.86,69.71,44.47,24.86,34.07,6.61,69.83,13.39,10.79,24.5,35.29,6.75,2.54,17.46,15.04,15.43,0,Towson,1985,2018,caa,Colonial Athletic Association,0,0,0,0
1262,2006,1407,11,15,42.31,72.04,41.25,25.46,34.53,11.42,69.61,9.69,11.62,23.69,35.31,7.46,2.88,16.5,12.27,14.54,0,Troy,1994,2018,sun_belt,Sun Belt Conference,0,0,0,0
1263,2006,1408,11,16,40.74,61.59,43.03,21.48,29.94,3.7,68.31,14.93,11.15,24.41,35.56,6.22,4.56,19.04,17.93,13.19,0,Tulane,1985,2018,cusa,Conference USA,0,0,0,0
1264,2006,1409,10,17,37.04,61.41,42.19,21,33.02,5.26,70.09,14.15,9.74,25.59,35.33,6.19,3.33,21.41,18.33,12.07,0,Tulsa,1985,2018,cusa,Conference USA,0,0,0,0
1265,2006,1410,3,24,11.11,58.89,38.31,19.96,32.86,4.26,67.63,14.7,11.19,20.33,31.52,6.67,1.67,18.52,16.41,10.74,0,UTRGV,1985,2018,ind,Independent,0,0,0,0
1266,2006,1411,6,22,21.43,66.32,39.7,22.04,34.03,5.25,64.59,17,12.71,24.61,37.32,6.25,3.29,19.68,19.07,10.82,0,TX Southern,1985,2018,swac,Southwest Athletic Conference,0,0,0,0
1267,2006,1412,23,6,79.31,73.93,45.05,26.21,34.51,7.1,64.91,14.41,10.66,20.21,30.86,11.1,3.55,18.21,12.86,15.28,9,UAB,1985,2018,cusa,Conference USA,0,0,0,0
1268,2006,1413,7,20,25.93,65.26,42.36,22.37,34.95,6.15,70.67,14.37,9.11,19.22,28.33,6.59,1.7,20.63,14.11,11.93,0,UC Davis,2005,2018,ind,Independent,0,0,0,0
1269,2006,1414,16,11,59.26,70.89,47.21,24.78,42.02,8.48,75.27,12.85,9.81,23.78,33.59,5.11,2.7,16.11,13.63,14.81,0,UC Irvine,1985,2018,big_west,Big West Conference,0,0,0,0
1270,2006,1415,5,22,18.52,65.7,39.08,23.93,31.35,5.85,69.83,12,13.26,22.67,35.93,7.26,2.81,19.93,17.15,11.26,0,UC Riverside,2002,2018,big_west,Big West Conference,0,0,0,0
1271,2006,1416,12,15,44.44,62.3,43.34,22.3,36.72,6.96,65.46,10.74,11.15,22.56,33.7,6.48,3.52,19.26,15.93,14.26,0,UCF,1985,2018,cusa,Conference USA,0,0,0,0
1272,2006,1417,27,6,81.82,68.58,48.06,24.39,35.69,6.27,70.35,13.52,10.88,22.09,32.97,5.64,2.76,16.15,14.55,14.06,2,UCLA,1985,2018,pac_ten,Pacific-10 Conference,1,1,0,2
1273,2006,1418,13,16,44.83,66.76,44.22,23.72,29.51,5.76,64.43,13.55,10.59,25.86,36.45,6.76,5.62,18.62,17.03,14.21,0,ULL,1985,2018,sun_belt,Sun Belt Conference,0,0,0,0
1274,2006,1419,7,18,28,62.8,39.31,21.76,33.64,7.28,67.72,12,11.28,22.88,34.16,7,1.72,18.96,16.48,10.56,0,ULM,1985,2018,southland,Southland Conference,0,0,0,0
1275,2006,1420,10,19,34.48,66.9,43.51,24.52,31.91,5.93,63.84,11.93,11.69,21.21,32.9,7.14,2.38,17.62,13.72,13.97,0,UMBC,1987,2018,aec,America East Conference,0,0,0,0
1276,2006,1421,8,18,30.77,66.35,41.8,22.92,31.46,5.38,72.24,15.12,12.5,23.35,35.85,6.77,2.19,17.85,17.04,13.31,0,UNC Asheville,1987,2018,big_south,Big South Conference,0,0,0,0
1277,2006,1422,10,19,34.48,67.28,43.39,23.31,32.32,5.86,65.4,14.79,11.9,20.93,32.83,8.59,4.52,18.38,16.41,12.55,0,UNC Greensboro,1992,2018,southern,Southern Conference,0,0,0,0
1278,2006,1423,25,7,78.12,67.66,42.75,24.22,33.23,6.41,70.33,12.81,11.91,24.28,36.19,7.69,1.69,20.62,12.47,15.19,9,UNC Wilmington,1985,2018,caa,Colonial Athletic Association,0,0,0,0
1279,2006,1424,17,13,56.67,69.47,44.51,25.83,34.53,6.1,66.98,11.7,12.63,23.4,36.03,7.33,3.13,19,14.8,15.73,0,UNLV,1985,2018,mwc,Mountain West Conference,0,0,0,0
1280,2006,1425,16,13,55.17,68.9,43.19,24.28,34.46,6.69,68.87,13.66,9.86,21.79,31.66,7.41,3.21,18.72,14.14,12.93,0,USC,1985,2018,pac_ten,Pacific-10 Conference,0,0,0,0
1281,2006,1426,10,16,38.46,71.38,45.06,24.54,36.13,6.46,66.88,15.85,12.58,23.96,36.54,6.92,2.62,19.73,17.88,14.58,0,UT Arlington,1985,2018,southland,Southland Conference,0,0,0,0
1282,2006,1427,9,17,34.62,73.08,45.26,26.62,33.53,6.58,66.09,13.27,13.38,25.77,39.15,8,3.85,20.73,19,15.12,0,UT San Antonio,1985,2018,southland,Southland Conference,0,0,0,0
1283,2006,1428,13,15,46.43,64.68,46.53,23,38.39,6.32,67.05,12.36,10.57,22.61,33.18,5.46,2.07,17.57,16.18,13.46,0,Utah,1985,2018,mwc,Mountain West Conference,0,0,0,0
1284,2006,1429,22,8,73.33,71.47,49.03,26.03,40.26,7.37,72.64,12.03,9.43,23.83,33.27,5.3,2.9,15.73,13,16.83,12,Utah St,1985,2018,wac,Western Athletic Conference,0,0,0,0
1285,2006,1430,14,13,51.85,65.7,44.67,23.44,33.41,5.3,71.15,13.52,9.15,20.56,29.7,6.63,2.44,18.93,11.63,13.96,0,Utah Valley,2005,2018,ind,Independent,0,0,0,0
1286,2006,1431,18,9,66.67,64.7,43.67,22.22,33.66,5.11,66.18,15.15,10.44,25.56,36,7,2.85,14.63,13.19,14.48,0,UTEP,1985,2018,cusa,Conference USA,0,0,0,0
1287,2006,1433,19,10,65.52,67.72,43.42,23.79,37.31,7.76,72.53,12.38,10.86,21.07,31.93,8.17,2.83,17.03,12.48,12.28,0,VA Commonwealth,1985,2018,caa,Colonial Athletic Association,0,0,0,0
1288,2006,1434,16,12,57.14,77.61,47.03,27.96,38.58,7.36,68.08,14.32,12.21,24.96,37.18,6.82,2.93,20.61,14.64,17,0,Valparaiso,1985,2018,mid_cont,Mid-Continent Conference,0,0,0,0
1289,2006,1435,17,12,58.62,70.17,46.16,25.1,39.36,8.1,69.92,11.86,10.76,20.69,31.45,6.07,2.97,16.17,12.93,15.38,0,Vanderbilt,1985,2018,sec,Southeastern Conference,0,0,0,0
1290,2006,1436,13,17,43.33,64.53,42.84,22.33,33.8,5.63,65.79,14.23,11.93,24.9,36.83,5.87,3.37,19.63,15.4,13.4,0,Vermont,1985,2018,aec,America East Conference,0,0,0,0
1291,2006,1437,25,4,86.21,75.41,42.58,25.03,38.65,9.1,75.12,16.24,13.48,22.76,36.24,7.59,5.03,18.38,11.28,12.62,1,Villanova,1985,2018,big_east,Big East Conference,1,0,0,1
1292,2006,1438,15,14,51.72,68.59,41.71,23.52,33.71,6.21,75.3,15.34,13.52,23.83,37.34,5.48,3.66,18.21,14.45,11.38,0,Virginia,1985,2018,acc,Atlantic Coast Conference,0,0,0,0
1293,2006,1439,14,16,46.67,68.67,45.44,25.57,32.18,4.63,64.5,12.9,10.97,20.7,31.67,9.1,4.27,17.7,11.23,12.97,0,Virginia Tech,1985,2018,acc,Atlantic Coast Conference,0,0,0,0
1294,2006,1440,4,20,16.67,68.42,42.87,24.04,30.94,5.92,68.51,14.42,10.96,24.83,35.79,6.83,1.92,17.38,18.21,13.12,0,VMI,1985,2018,big_south,Big South Conference,0,0,0,0
1295,2006,1441,10,17,37.04,65.41,42.44,22.26,35.06,7.52,67.73,13.37,10.56,21.26,31.81,7.37,1.52,21.26,14.81,11.56,0,W Carolina,1985,2018,southern,Southern Conference,0,0,0,0
1296,2006,1442,5,21,19.23,64.92,39.86,21.62,33.41,5.77,71.26,15.92,11.92,22.42,34.35,5.62,2.27,20.65,14.96,11.38,0,W Illinois,1985,2018,mid_cont,Mid-Continent Conference,0,0,0,0
1297,2006,1443,22,7,75.86,78.14,47.57,27.97,38.84,8.34,69.07,13.86,15.1,21.97,37.07,7.62,3.69,19.93,17.14,13.14,0,WKU,1985,2018,sun_belt,Sun Belt Conference,0,0,0,0
1298,2006,1444,13,17,43.33,62.93,40.52,22,29.84,4.27,66.27,14.67,12.43,22.03,34.47,6.57,2.17,18.77,14.53,10.1,0,W Michigan,1985,2018,mac,Mid-American Conference,0,0,0,0
1299,2006,1447,12,14,46.15,66.38,43.52,24.15,35.41,5.46,63.32,12.62,12.85,25.46,38.31,5.35,3.35,18.65,14.58,12.38,0,Wagner,1985,2018,nec,Northeast Conference,0,0,0,0
1300,2006,1448,17,16,51.52,73.45,45.36,25.15,36.46,6.48,67.07,16.67,13.91,25.61,39.52,5.73,4.36,18.82,16.21,13.85,0,Wake Forest,1985,2018,acc,Atlantic Coast Conference,0,0,0,0
1301,2006,1449,24,6,80,82.4,47.45,30.1,36.48,6.57,74.8,15.63,14.83,23.03,37.87,7.93,3.5,18.93,15.03,16.53,5,Washington,1985,2018,pac_ten,Pacific-10 Conference,0,0,0,0
1302,2006,1450,11,17,39.29,58.18,42.98,21.64,33.25,4.61,71.64,10.29,8.43,22.79,31.21,6.04,4.64,18.29,14.04,12.61,0,Washington St,1985,2018,pac_ten,Pacific-10 Conference,0,0,0,0
1303,2006,1451,8,17,32,65.2,43.52,22.56,34.16,4.96,70.52,15.12,10.8,21.16,31.96,5.96,2.12,18.96,14.8,11.88,0,Weber St,1985,2018,big_sky,Big Sky Conference,0,0,0,0
1304,2006,1452,19,10,65.52,70.66,44.52,25.52,34.24,10.03,74.53,9.59,7.83,19.72,27.55,7.9,2.69,13,8.34,17.59,6,West Virginia,1985,2018,big_east,Big East Conference,0,0,0,0
1305,2006,1453,14,16,46.67,65.4,42.99,23.3,37.16,6.47,72.41,12.33,10.93,22.17,33.1,4.97,2.13,17.57,13.1,11.2,0,WI Green Bay,1985,2018,horizon,Horizon League,0,0,0,0
1306,2006,1454,20,8,71.43,73.54,43.67,25.64,33.76,6.57,69.13,15.68,14.32,23.89,38.21,6.79,2.93,19.43,13.79,12.5,11,WI Milwaukee,1991,2018,horizon,Horizon League,0,0,0,0
1307,2006,1455,23,8,74.19,68.32,44.13,23.77,37.06,6.74,72.62,14.03,11.84,25.03,36.87,5.29,1.84,15.45,12.9,14.97,7,Wichita St,1985,2018,mvc,Missouri Valley Conference,0,0,0,0
1308,2006,1456,8,20,28.57,64.82,42.4,23.11,31.79,5.14,69.17,13.46,12.14,21.68,33.82,7,1.68,17.79,15.75,13.68,0,William & Mary,1985,2018,caa,Colonial Athletic Association,0,0,0,0
1309,2006,1457,21,7,75,72.68,44.53,24.86,36.74,7.96,69.88,15,12.93,23.11,36.04,9.25,3.18,17.14,13.93,15.71,15,Winthrop,1987,2018,big_south,Big South Conference,0,0,0,0
1310,2006,1458,19,11,63.33,71,43.21,25.03,34.18,6.3,66.31,14.63,12.93,23.63,36.57,5.37,3.37,17.2,11.63,13.4,9,Wisconsin,1985,2018,big_ten,Big Ten Conference,0,0,0,0
1311,2006,1459,7,18,28,65.16,43.45,23.08,33.59,6.96,67.19,12.04,9.16,20.8,29.96,7.76,2.16,17.36,14,12.52,0,Wofford,1996,2018,southern,Southern Conference,0,0,0,0
1312,2006,1460,12,15,44.44,62.67,43.67,22.11,30.56,4.22,68.33,14.22,11.22,20.81,32.04,5.3,1.59,20,13.67,12.15,0,Wright St,1988,2018,horizon,Horizon League,0,0,0,0
1313,2006,1461,13,18,41.94,66,42.02,22.1,30.17,4.1,66.14,17.71,13.35,25.13,38.48,5.71,6.74,19.68,17.06,10.52,0,Wyoming,1985,2018,mwc,Mountain West Conference,0,0,0,0
1314,2006,1462,21,10,67.74,71.45,46.33,24.42,37.14,6.71,72.5,15.9,10.58,24.58,35.16,6.29,4.87,17.65,12.97,15.74,14,Xavier,1985,2018,a_ten,Atlantic 10 Conference,0,0,0,0
1315,2006,1463,15,14,51.72,66.86,44.75,23.83,35.16,5.31,66.61,13.9,10.59,25,35.59,6.97,3.07,18.59,17.41,14.83,0,Yale,1985,2018,ivy,Ivy League,0,0,0,0
1316,2006,1464,6,21,22.22,67.15,43.21,24.26,32.85,6.67,70.52,11.96,11.96,21.52,33.48,6.04,2.7,17.67,13.07,12.81,0,Youngstown St,1985,2018,horizon,Horizon League,0,0,0,0
1317,2007,1102,22,8,73.33,68.5,48.58,22.8,40.36,9.07,76.01,13.83,6.47,20.87,27.33,6.27,1.47,15.17,10.17,15.03,0,Air Force,1985,2018,mwc,Mountain West Conference,0,0,0,0
1318,2007,1103,25,7,78.12,74.62,48.3,27.03,39.29,7.22,67.24,13.34,12,22.97,34.97,7.72,4.38,18.75,12.44,15.03,0,Akron,1985,2018,mac,Mid-American Conference,0,0,0,0
1319,2007,1104,20,11,64.52,73.61,45.78,26.23,36.9,6.45,70.81,14.71,13.35,25.35,38.71,5.58,5.26,14,13.68,13.13,0,Alabama,1985,2018,sec,Southeastern Conference,0,0,0,0
1320,2007,1105,6,20,23.08,60.04,37.68,20.77,26.23,4.73,63.48,13.77,11.04,23.73,34.77,6.73,7.65,20.31,17.85,10.12,0,Alabama A&M,2000,2018,swac,Southwest Athletic Conference,0,0,0,0
1321,2007,1106,9,20,31.03,60.21,36.39,19.97,30.18,5.83,64.07,14.45,12.97,21.45,34.41,6.17,2.72,20.17,14.1,9.34,0,Alabama St,1985,2018,swac,Southwest Athletic Conference,0,0,0,0
1322,2007,1107,23,9,71.88,68.25,45.54,24.25,37.69,6.84,72.2,12.91,11,22.97,33.97,5.91,2.44,19.22,13.38,13.12,13,Albany NY,2000,2018,aec,America East Conference,0,0,0,0
1323,2007,1108,10,19,34.48,66,40.83,23.03,27.61,4.66,67.63,15.28,12.45,23.14,35.59,6.52,2.62,24.07,18.76,9.07,0,Alcorn St,1985,2018,swac,Southwest Athletic Conference,0,0,0,0
1324,2007,1110,16,14,53.33,64.83,42.8,22.6,34.26,5.73,72.9,13.9,10.43,24.13,34.57,5.77,2.37,18.73,13.8,13.47,0,American Univ,1985,2018,patriot,Patriot League,0,0,0,0
1325,2007,1111,22,7,75.86,74.79,47.76,27.17,37.22,7.48,68.61,12.97,11.55,22.79,34.34,8.03,3.62,18.31,14.72,15.21,0,Appalachian St,1985,2018,southern,Southern Conference,0,0,0,0
1326,2007,1112,20,10,66.67,78.47,47.99,27.5,34.29,5.6,74.55,17.87,12.37,25.17,37.53,6,3.23,13.4,13.73,16.2,8,Arizona,1985,2018,pac_ten,Pacific-10 Conference,0,0,0,0
1327,2007,1113,7,22,24.14,58.14,40.81,20.9,31.26,6.41,66.06,9.93,11.83,20.66,32.48,5.86,2,17.93,14.28,12.86,0,Arizona St,1985,2018,pac_ten,Pacific-10 Conference,0,0,0,0
1328,2007,1114,12,17,41.38,65.38,42.35,22.34,31.81,5.52,66.67,15.17,13.52,21.97,35.48,5.1,2.31,18.45,14.93,12.72,0,Ark Little Rock,1985,2018,sun_belt,Sun Belt Conference,0,0,0,0
1329,2007,1115,10,19,34.48,58.66,39.42,22.03,27.5,3.79,60.89,10.79,11.48,25,36.48,6,4.03,18.41,15.45,9.59,0,Ark Pine Bluff,1999,2018,swac,Southwest Athletic Conference,0,0,0,0
1330,2007,1116,21,13,61.76,71.38,46.41,25.29,35.24,6.15,70.14,14.65,11.24,24.29,35.53,6.91,6.41,17.38,15.32,15.18,12,Arkansas,1985,2018,sec,Southeastern Conference,0,0,0,0
1331,2007,1117,16,15,51.61,71.58,45.62,25.03,39.72,7.35,67.02,14.16,10.32,24.61,34.94,5.87,3.55,19.9,15.16,13.9,0,Arkansas St,1985,2018,sun_belt,Sun Belt Conference,0,0,0,0
1332,2007,1119,13,16,44.83,58.72,41.48,20.07,38.1,5.79,70,12.79,8.97,21.45,30.41,6.9,2.41,19.79,16.52,12.45,0,Army,1985,2018,patriot,Patriot League,0,0,0,0
1333,2007,1120,16,15,51.61,72.94,45.29,26.55,33.73,7.39,63.38,12.45,12.23,23.94,36.16,8.23,4.03,19.32,16.26,16.55,0,Auburn,1985,2018,sec,Southeastern Conference,0,0,0,0
1334,2007,1122,19,11,63.33,69.9,44.84,24.07,34.97,6.17,68.02,15.6,11.3,20.77,32.07,7.67,2.7,17.77,12.73,13.2,0,Austin Peay,1985,2018,ovc,Ohio Valley Conference,0,0,0,0
1335,2007,1123,9,22,29.03,59.61,38.48,20.81,27.23,4.03,69.5,13.97,12.58,20.06,32.65,7.81,2.39,20.77,13.52,10.32,0,Ball St,1985,2018,mac,Mid-American Conference,0,0,0,0
1336,2007,1124,14,16,46.67,74.77,45.48,26.33,36.24,8.17,67.75,13.93,12.83,23.37,36.2,5.93,3.7,20.27,14.6,13.83,0,Baylor,1985,2018,big_twelve,Big 12 Conference,0,0,0,0
1337,2007,1125,22,9,70.97,72.65,46.83,25.77,36.67,8.87,69.16,12.23,10.87,25.84,36.71,6.1,3.23,18.58,15.9,15.71,15,Belmont,2000,2018,a_sun,Atlantic Sun Conference,0,0,0,0
1338,2007,1126,7,21,25,53,38.82,18.86,28.95,4.25,60.71,11.04,10.39,20.43,30.82,6.46,3.18,18.93,16.25,10.32,0,Bethune-Cookman,1985,2018,meac,Mid-Eastern Athletic Conference,0,0,0,0
1339,2007,1127,13,16,44.83,65.69,42.27,23.21,35.02,7.38,68.32,11.9,10.66,22.66,33.31,7.45,2.03,20.21,14.34,10.41,0,Binghamton,2002,2018,aec,America East Conference,0,0,0,0
